Device ID	Device Name
5375bf291990d2c6bedda325dcddf040ed485800	Nuck
a7ef6bf0ed8a4afff7d4e0127650fee83353ff21	Mikunj
e3d9cb3762d05ed6f16a4b0be8607531b15b7824	Josh
adcbda93830236a6eb1bf8bc5a64d1083eb57da0	Josh2
a74ea3797ed660b1b2dc6e78587f026b4e773d96	JoshX
bc155a36f5c32a23a1215f431ff1d5b7b9557a30	Bilal
e29fa407c1c826a4879520456f97cbf8435fb145	Daniel
5cc1e7b4b03e210588c569b9dafa0de4a18ccd79	Enes
09291729e57ebd0e8964c14771db390493a6c6cc	Paul
